image_path,face_idx,category,box_x1,box_y1,box_x2,box_y2,face_area,face_brightness,image_brightness,image_blur,confidence
0--Parade/0_Parade_marchingband_1_465.jpg,0,undetected,345.0,211.0,349.0,215.0,16.0,64.375,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,1,undetected,250.0,126.0,253.0,130.0,12.0,145.75,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,2,undetected,427.0,116.0,430.0,120.0,12.0,106.75,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,3,undetected,44.0,303.0,54.0,311.0,80.0,175.25,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,4,undetected,7.0,264.0,13.0,272.0,48.0,178.8125,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,5,undetected,129.0,165.0,133.0,170.0,20.0,126.35,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,6,undetected,158.0,162.0,162.0,166.0,16.0,125.0625,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,7,undetected,174.0,156.0,179.0,162.0,30.0,147.46666666666667,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,8,undetected,242.0,179.0,247.0,185.0,30.0,174.53333333333333,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,9,undetected,0.0,317.0,3.0,325.0,24.0,168.83333333333334,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,10,undetected,120.0,599.0,132.0,616.0,204.0,136.4264705882353,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,11,undetected,1008.0,256.0,1014.0,266.0,60.0,159.26666666666668,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,12,undetected,853.0,131.0,857.0,136.0,20.0,133.95,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,13,undetected,878.0,131.0,883.0,136.0,25.0,122.68,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,14,undetected,900.0,138.0,904.0,144.0,24.0,108.41666666666667,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,15,undetected,922.0,142.0,927.0,147.0,25.0,120.68,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,16,undetected,959.0,134.0,964.0,141.0,35.0,107.97142857142858,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,17,undetected,984.0,141.0,989.0,146.0,25.0,79.52,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,18,undetected,1010.0,141.0,1014.0,147.0,24.0,96.29166666666667,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,19,undetected,877.0,168.0,884.0,177.0,63.0,144.34920634920636,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,20,undetected,963.0,190.0,968.0,197.0,35.0,152.54285714285714,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,21,undetected,982.0,194.0,987.0,201.0,35.0,146.57142857142858,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,22,undetected,798.0,133.0,802.0,137.0,16.0,136.0625,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,23,undetected,815.0,170.0,819.0,175.0,20.0,100.75,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,24,undetected,794.0,166.0,798.0,172.0,24.0,116.375,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,25,undetected,1003.0,164.0,1008.0,171.0,35.0,86.14285714285714,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,26,undetected,921.0,227.0,928.0,235.0,56.0,160.41071428571428,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,27,undetected,881.0,215.0,886.0,221.0,30.0,154.56666666666666,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,28,undetected,836.0,209.0,842.0,217.0,48.0,175.27083333333334,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,29,undetected,801.0,204.0,807.0,212.0,48.0,160.29166666666666,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,30,undetected,932.0,270.0,938.0,277.0,42.0,194.64285714285714,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,31,undetected,1002.0,295.0,1010.0,303.0,64.0,92.859375,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,32,undetected,984.0,249.0,989.0,257.0,40.0,151.725,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,33,undetected,918.0,173.0,923.0,179.0,30.0,84.06666666666666,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,34,undetected,700.0,237.0,706.0,244.0,42.0,103.9047619047619,96.65062108222713,871.9960510287644,-1.0
0--Parade/0_Parade_marchingband_1_465.jpg,35,undetected,664.0,239.0,670.0,247.0,48.0,102.35416666666667,96.65062108222713,871.9960510287644,-1.0
